"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"hsa04060","hsa04060","Cytokine-cytokine receptor interaction",21,0.498971966421931,1.91534203527165,0.00127877237851662,0.00255754475703325,0.00134607618791224,140,"tags=71%, list=33%, signal=50%","1438/3577/8807/2919/9173/8809/246778/3624/5008/8794/8740/6846/3557/3552/3579"
