"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","thresh"
"ENSG00000156273",5558.98604438101,-0.036530175533157,0.162554955117622,-0.224725081476135,0.822193151424391,0.961302928173453,FALSE
"ENSG00000156298",818.645323200392,0.126992686035306,0.403023019295219,0.315100329150881,0.75268547861306,0.942406230541518,FALSE
"ENSG00000156299",1172.59595357349,0.174236020351451,0.277713995170808,0.627393733773797,0.530401174241439,0.864987195081699,FALSE
"ENSG00000156304",1625.9001025195,-0.0218851321303538,0.0807076967640297,-0.271165365979168,0.786263849282641,0.95053185631851,FALSE
"ENSG00000156313",402.339550734573,-0.0165071834816497,0.112675981534967,-0.146501350658543,0.883525623751815,0.975227113031249,FALSE
"ENSG00000156345",86.8613812093832,-0.0477513496203308,0.59883456492323,-0.079740469935052,0.936443671563421,0.986310232497383,FALSE
"ENSG00000156374",338.000101910863,0.0501888930080885,0.093736122992871,0.535427446811573,0.592354315083247,0.889804989905913,FALSE
"ENSG00000156381",183.913488538096,0.155749681911425,0.190206009083993,0.818847325915175,0.412873525718084,0.802601674290389,FALSE
"ENSG00000156384",292.144424165965,0.230984809968057,0.119088710129954,1.93960292051193,0.0524279656758599,0.397646166031188,FALSE
"ENSG00000156398",1497.97213853508,-0.0808732249698337,0.086400715970292,-0.936024939858614,0.349260347058968,0.764959600705761,FALSE
"ENSG00000156411",2431.3587772478,0.187497357282945,0.107432221292677,1.74526185000072,0.0809392994238327,0.463910266498014,FALSE
"ENSG00000156413",36.157401820868,-1.04056293255957,0.516063717114173,-2.01634584655242,0.0437638239728001,0.369532859614244,FALSE
"ENSG00000156414",35.9868982724689,2.08565874389474,0.572778330471523,3.64130176184875,0.000271262958035359,0.019762665153752,TRUE
"ENSG00000156427",24.4546019830648,-0.692691916947337,0.243451351514269,-2.84529912296148,0.00443697351803993,0.120350312562288,FALSE
"ENSG00000156453",316.446325558963,0.992869109890903,0.482734726249973,2.05675924250117,0.0397093903922491,0.356429077949979,FALSE
"ENSG00000156463",1.60956172960261,4.4827910067812,0.540561920896282,8.29283535057091,NA,NA,NA
"ENSG00000156466",72.6131063538153,-0.610397203129267,0.467140489046222,-1.30666730339632,0.191325727837813,0.635364837377621,FALSE
"ENSG00000156467",6341.83280836105,0.0663544222651113,0.107546524594638,0.616983417318348,0.537245663559523,0.869033860812602,FALSE
"ENSG00000156469",620.829081014833,0.078506473032382,0.0691189868910989,1.13581631565395,0.256033447223204,0.699519062920306,FALSE
"ENSG00000156471",3239.69162273039,0.0114347014157331,0.0811639976001261,0.140883911017653,0.887961652516281,0.975689786302999,FALSE
"ENSG00000156475",64.8846925966899,-0.322157840802025,0.524932570152596,-0.613712806405545,0.539405124253873,0.869672776865912,FALSE
"ENSG00000156482",14394.3274336971,0.0333087924342012,0.117720118470701,0.282949022366905,0.777215914951468,0.948968440643548,FALSE
"ENSG00000156500",431.18837958749,0.0176094228448073,0.0991943228736332,0.177524502760511,0.859096420466745,0.969317106963618,FALSE
"ENSG00000156502",1305.23899617592,-0.015608908337807,0.0810119183160738,-0.192674222043573,0.847214112984494,0.966972431433551,FALSE
"ENSG00000156504",2856.23966920416,-0.0791220805109356,0.102667454632773,-0.770663700526561,0.440906293107052,0.817424480494378,FALSE
"ENSG00000156508",420702.236950976,-0.139270943988907,0.123345918152925,-1.12910865697427,0.258851999836627,0.702364508509733,FALSE
"ENSG00000156509",56.3377251075653,0.664564447791354,0.213034826753593,3.11951082327033,0.0018115160550669,0.0710801562868043,FALSE
"ENSG00000156510",7.14352447123461,0.896829146807886,0.524848194884763,1.70874008055757,NA,NA,NA
"ENSG00000156515",1200.09464341319,0.160454170907511,0.143435330647191,1.11865166122969,0.263288774759381,0.704924862023454,FALSE
"ENSG00000156521",1516.22808772455,0.0355157234828871,0.0747580632810652,0.47507548917312,0.634733168225392,0.907080330347289,FALSE
"ENSG00000156531",1933.17623798228,-0.105740532712231,0.123117399654838,-0.858859373319093,0.390418105906094,0.789326845373568,FALSE
"ENSG00000156535",292.559965966017,0.65899276944159,0.435835604450628,1.51202141980174,0.130528413518209,0.550196522514028,FALSE
