"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000938",546.334972084691,3.19876286168581,0.40789552648467,7.8421131245381,4.4302696629616e-15,9.88154608824882e-12
"ENSG00000002745",176.920465346705,-1.10792343474826,0.278640546974856,-3.97617448995405,7.00327477333299e-05,0.00688362560432418
"ENSG00000004939",428.17428282604,1.50478420506994,0.443426275610919,3.393538650809,0.000689958212733035,0.0392275065419747
"ENSG00000007237",296.790425359296,2.36346021751451,0.424778010476101,5.5639890936574,2.63676432723533e-08,9.5696896075483e-06
"ENSG00000007350",11.6235474802368,-1.66349868108969,0.427031741117391,-3.89549188249311,9.79996444575288e-05,0.00901859021433365
"ENSG00000008438",198.460565378507,2.91712366677063,0.381136605343731,7.65374835655003,1.95204090430793e-14,3.74508186098344e-11
"ENSG00000011422",383.855951064716,3.15500926515461,0.39277643806979,8.03258281138038,9.54417736361562e-16,2.62149143317172e-12
"ENSG00000012223",1862.29207183573,2.28168465800463,0.482359582647444,4.73025672151373,2.24236094084191e-06,0.000439970439882471
"ENSG00000014257",47.8640624485047,1.82302030750147,0.448604419128417,4.06375913782431,4.82886562497135e-05,0.00522454431573393
"ENSG00000018280",329.722273628292,2.51961259077693,0.400191316668513,6.29602014294572,3.05384706218138e-10,1.88402871095769e-07
"ENSG00000027644",8.3927891404327,1.43363080701404,0.418203534570479,3.4280695606422,0.000607889678740877,0.0357949112887932
"ENSG00000028137",466.026938372561,1.20737828909345,0.357418247619533,3.37805441421863,0.000730006338998953,0.0407549180357545
"ENSG00000035664",145.073945867223,1.10132055823601,0.332821080079522,3.3090468848093,0.000936141591792277,0.0474551776147008
"ENSG00000036672",100.52433986876,1.5187045056208,0.423513965708105,3.58596086219155,0.000335839328436654,0.0234086470368972
"ENSG00000041353",27.9408902011858,1.69039080950642,0.461642168264808,3.66169064637262,0.000250556302895678,0.0186764281716275
"ENSG00000052344",9.07491261717931,-2.76451863988005,0.502139972072855,-5.50547415786878,3.68175967523568e-08,1.2709083755135e-05
